GInOut,esbCntcDt,forEmpTeu,forEmp_10,forEmp_20,forEmp_40,forEmp_99,korEmpTeu,korEmp_10,korEmp_20,korEmp_40,korEmp_99,mm,ocCt,prtAtCode,yyyy
2,2018-06-27 14:41:37.000,14354.00,8,6196,3854,199,1636.00,0,606,515,0,09,1,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,2.00,0,2,0,0,09,1,030,2005
4,2018-06-27 14:41:37.000,2.00,0,2,0,0,0.00,0,0,0,0,09,1,030,2005
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,892.00,0,182,355,0,09,2,030,2005
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,147.00,0,73,37,0,09,2,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2005
1,2018-06-27 14:41:37.000,3541.00,0,857,1342,0,623.00,0,573,25,0,10,1,030,2005
2,2018-06-27 14:41:37.000,16727.00,12,7585,4352,195,2109.00,0,619,745,0,10,1,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,1,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,1,030,2005
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,1054.00,0,42,506,0,10,2,030,2005
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,166.00,0,68,49,0,10,2,030,2005
1,2018-06-27 14:41:37.000,4279.00,0,1135,1572,0,217.00,0,117,50,0,11,1,030,2005
2,2018-06-27 14:41:37.000,20817.00,7,10292,5171,82,2754.00,0,1196,779,0,11,1,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,1,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,1,030,2005
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,330.00,0,2,164,0,11,2,030,2005
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,339.00,0,177,81,0,11,2,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2005
1,2018-06-27 14:41:37.000,2910.00,0,714,1098,0,422.00,0,234,94,0,12,1,030,2005
2,2018-06-27 14:41:37.000,16446.00,9,8233,4066,37,2260.00,0,866,697,0,12,1,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,1,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,1,030,2005
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,1151.00,0,11,570,0,03,2,030,2005
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,130.00,0,60,35,0,03,2,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2005
1,2018-06-27 14:41:37.000,1936.00,0,1526,205,0,319.00,0,259,30,0,04,1,030,2005
2,2018-06-27 14:41:37.000,12423.00,54,5395,3141,317,1147.00,0,392,355,20,04,1,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,1,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,1,030,2005
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,301.00,0,135,83,0,04,2,030,2005
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,292.00,0,24,134,0,04,2,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2005
1,2018-06-27 14:41:37.000,2946.00,0,1326,802,7,558.00,0,542,8,0,05,1,030,2005
2,2018-06-27 14:41:37.000,11828.00,42,5240,3096,165,1145.00,0,227,459,0,05,1,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,1,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,1,030,2005
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,548.00,0,224,162,0,05,2,030,2005
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,127.00,0,15,56,0,05,2,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2005
1,2018-06-27 14:41:37.000,2983.00,0,1265,859,0,306.00,0,306,0,0,06,1,030,2005
2,2018-06-27 14:41:37.000,8982.00,10,4272,1874,424,1307.00,0,357,475,0,06,1,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,1,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,1,030,2005
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,653.00,0,131,261,0,06,2,030,2005
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,175.00,0,13,81,0,06,2,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2005
1,2018-06-27 14:41:37.000,1540.00,0,1250,145,0,271.00,0,271,0,0,01,1,030,2005
2,2018-06-27 14:41:37.000,9809.00,39,4223,2546,208,909.00,0,49,430,0,01,1,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,1,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,1,030,2005
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,1554.00,0,268,643,0,01,2,030,2005
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,88.00,0,72,8,0,01,2,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2005
1,2018-06-27 14:41:37.000,2140.00,0,1138,501,0,381.00,0,281,50,0,02,1,030,2005
2,2018-06-27 14:41:37.000,7659.00,35,3729,1747,185,459.00,0,51,204,0,02,1,030,2005
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,894.00,0,204,345,0,12,2,030,2005
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,129.00,0,22,51,2,12,2,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2005
1,2018-06-27 14:41:37.000,4691.00,0,1873,1409,0,499.00,0,487,6,0,07,1,030,2005
2,2018-06-27 14:41:37.000,8993.00,5,4036,2236,214,1094.00,0,266,414,0,07,1,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,1,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,1,030,2005
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,524.00,0,330,97,0,07,2,030,2005
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,66.00,0,54,6,0,07,2,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2005
1,2018-06-27 14:41:37.000,5589.00,0,1457,2066,0,751.00,0,663,44,0,08,1,030,2005
2,2018-06-27 14:41:37.000,12208.00,12,4719,3455,251,1686.00,0,381,650,2,08,1,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,1,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,1,030,2005
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,405.00,0,125,140,0,08,2,030,2005
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,23.00,0,13,5,0,08,2,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2005
1,2018-06-27 14:41:37.000,3639.00,0,1003,1317,1,314.00,0,286,14,0,09,1,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,1,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,1,030,2005
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,854.00,0,86,384,0,02,2,030,2005
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,18.00,0,12,3,0,02,2,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2005
1,2018-06-27 14:41:37.000,2639.00,0,1991,324,0,656.00,0,628,14,0,03,1,030,2005
2,2018-06-27 14:41:37.000,7673.00,49,3393,1828,264,988.00,0,16,486,0,03,1,030,2005
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,1,030,2005
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,1,030,2005
1,2018-06-27 14:41:37.000,2952.00,0,826,1063,0,66.00,0,62,2,0,09,1,030,2006
2,2018-06-27 14:41:37.000,23108.00,13,8958,6977,84,1653.00,0,631,511,0,09,1,030,2006
3,2018-06-27 14:41:37.000,100.00,0,100,0,0,0.00,0,0,0,0,09,1,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,2.00,0,0,1,0,09,1,030,2006
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,39.00,0,39,0,0,09,2,030,2006
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,45.00,0,27,9,0,09,2,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2006
1,2018-06-27 14:41:37.000,1570.00,0,636,467,0,141.00,0,141,0,0,01,1,030,2006
2,2018-06-27 14:41:37.000,13338.00,19,6220,3431,112,2099.00,0,787,656,0,01,1,030,2006
3,2018-06-27 14:41:37.000,2.00,0,0,1,0,0.00,0,0,0,0,01,1,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,1,030,2006
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,706.00,0,284,211,0,01,2,030,2006
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,154.00,0,102,26,0,01,2,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2006
1,2018-06-27 14:41:37.000,2491.00,1,1272,609,0,170.00,0,148,11,0,02,1,030,2006
2,2018-06-27 14:41:37.000,8539.00,7,4126,2144,55,1645.00,0,713,466,0,02,1,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,1,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,1,030,2006
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,653.00,0,33,310,0,02,2,030,2006
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,77.00,0,5,36,0,02,2,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2006
1,2018-06-27 14:41:37.000,3218.00,0,1298,960,0,711.00,0,711,0,0,03,1,030,2006
2,2018-06-27 14:41:37.000,14289.00,17,6947,3597,65,1268.00,0,370,449,0,03,1,030,2006
4,2018-06-27 14:41:37.000,100.00,0,100,0,0,0.00,0,0,0,0,06,1,030,2006
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,126.00,0,126,0,0,06,2,030,2006
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,150.00,0,23,32,28,06,2,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2006
1,2018-06-27 14:41:37.000,2863.00,0,767,1048,0,149.00,0,147,1,0,07,1,030,2006
2,2018-06-27 14:41:37.000,18626.00,16,6998,5656,136,2361.00,0,467,947,0,07,1,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,2.00,0,2,0,0,07,1,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,1,030,2006
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,1.00,0,1,0,0,07,2,030,2006
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,34.00,0,22,6,0,07,2,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2006
1,2018-06-27 14:41:37.000,2772.00,0,636,1068,0,102.00,0,100,1,0,08,1,030,2006
2,2018-06-27 14:41:37.000,18026.00,13,7400,5194,103,1740.00,0,794,439,30,08,1,030,2006
3,2018-06-27 14:41:37.000,50.00,0,10,20,0,0.00,0,0,0,0,08,1,030,2006
4,2018-06-27 14:41:37.000,50.00,0,10,20,0,50.00,0,50,0,0,08,1,030,2006
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,153.00,0,119,17,0,08,2,030,2006
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,27.00,0,27,0,0,08,2,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2006
1,2018-06-27 14:41:37.000,2865.00,0,875,995,0,645.00,0,1,322,0,12,1,030,2006
2,2018-06-27 14:41:37.000,27861.00,14,11374,8209,28,3990.00,0,1510,1240,0,12,1,030,2006
3,2018-06-27 14:41:37.000,2.00,0,0,1,0,0.00,0,0,0,0,12,1,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,1,030,2006
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2006
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,67.00,0,41,13,0,12,2,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,1,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,1,030,2006
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,886.00,0,256,315,0,03,2,030,2006
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,556.00,0,11,233,35,03,2,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2006
1,2018-06-27 14:41:37.000,2394.00,0,728,833,0,7.00,0,3,2,0,10,1,030,2006
2,2018-06-27 14:41:37.000,24132.00,31,9622,7232,13,2057.00,0,593,732,0,10,1,030,2006
3,2018-06-27 14:41:37.000,10.00,0,10,0,0,0.00,0,0,0,0,10,1,030,2006
4,2018-06-27 14:41:37.000,70.00,0,70,0,0,0.00,0,0,0,0,10,1,030,2006
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,32.00,0,32,0,0,10,2,030,2006
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,42.00,0,28,7,0,10,2,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2006
1,2018-06-27 14:41:37.000,2402.00,0,660,871,0,774.00,0,30,372,0,11,1,030,2006
2,2018-06-27 14:41:37.000,28062.00,23,11261,8339,49,3647.00,0,1475,1086,0,11,1,030,2006
3,2018-06-27 14:41:37.000,50.00,0,50,0,0,0.00,0,0,0,0,11,1,030,2006
4,2018-06-27 14:41:37.000,50.00,0,50,0,0,0.00,0,0,0,0,11,1,030,2006
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,74.00,0,60,7,0,11,2,030,2006
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,225.00,0,29,98,0,11,2,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2006
1,2018-06-27 14:41:37.000,2737.00,0,537,1100,0,402.00,0,400,1,0,04,1,030,2006
2,2018-06-27 14:41:37.000,18934.00,13,9296,4785,30,1846.00,0,840,503,0,04,1,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,1,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,1,030,2006
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,130.00,0,2,64,0,04,2,030,2006
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,135.00,0,19,58,0,04,2,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2006
1,2018-06-27 14:41:37.000,3295.00,0,859,1218,0,149.00,0,123,13,0,05,1,030,2006
2,2018-06-27 14:41:37.000,19916.00,16,9076,5209,187,1986.00,0,472,757,0,05,1,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,1,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,1,030,2006
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,36.00,0,6,15,0,05,2,030,2006
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,107.00,0,23,42,0,05,2,030,2006
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2006
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2006
1,2018-06-27 14:41:37.000,6281.00,0,1077,2601,0,7.00,0,7,0,0,06,1,030,2006
2,2018-06-27 14:41:37.000,18524.00,10,8184,5138,28,2660.00,0,656,968,30,06,1,030,2006
3,2018-06-27 14:41:37.000,100.00,0,100,0,0,0.00,0,0,0,0,06,1,030,2006
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2007
1,2018-06-27 14:41:37.000,3559.00,0,525,1517,0,744.00,0,26,359,0,11,1,030,2007
2,2018-06-27 14:41:37.000,34906.00,24,14391,10143,96,3563.00,0,1091,1236,0,11,1,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,1,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,1,030,2007
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,626.00,0,440,93,0,11,2,030,2007
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,24.00,0,10,7,0,11,2,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2007
1,2018-06-27 14:41:37.000,3079.00,0,305,1387,0,139.00,0,15,62,0,07,1,030,2007
2,2018-06-27 14:41:37.000,27345.00,37,10945,8075,102,3809.00,0,1812,975,21,07,1,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,1,030,2007
4,2018-06-27 14:41:37.000,103.00,0,65,19,0,0.00,0,0,0,0,07,1,030,2007
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,661.00,0,61,300,0,07,2,030,2007
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,397.00,0,45,97,70,07,2,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2007
1,2018-06-27 14:41:37.000,2924.00,0,307,1306,0,864.00,0,0,432,0,12,1,030,2007
2,2018-06-27 14:41:37.000,34737.00,18,14718,9878,113,2885.00,0,869,1008,0,12,1,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,1,030,2007
4,2018-06-27 14:41:37.000,29.00,0,29,0,0,0.00,0,0,0,0,12,1,030,2007
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,847.00,0,573,137,0,12,2,030,2007
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,10.00,0,10,0,0,12,2,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2007
1,2018-06-27 14:41:37.000,5623.00,0,945,2339,0,98.00,0,98,0,0,06,1,030,2007
2,2018-06-27 14:41:37.000,29990.00,18,11993,8768,200,2960.00,0,1150,905,0,06,1,030,2007
3,2018-06-27 14:41:37.000,254.00,0,214,20,0,0.00,0,0,0,0,06,1,030,2007
4,2018-06-27 14:41:37.000,169.00,0,149,10,0,0.00,0,0,0,0,06,1,030,2007
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,145.00,0,1,72,0,06,2,030,2007
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,59.00,0,31,14,0,06,2,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2007
1,2018-06-27 14:41:37.000,4166.00,0,716,1725,0,18.00,0,10,4,0,05,1,030,2007
2,2018-06-27 14:41:37.000,32165.00,14,13862,8909,212,2963.00,0,927,1018,0,05,1,030,2007
1,2018-06-27 14:41:37.000,4664.00,0,258,2203,0,212.00,0,0,106,0,09,1,030,2007
2,2018-06-27 14:41:37.000,25315.00,14,9103,7947,137,1858.00,0,796,531,0,09,1,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,1,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,1,030,2007
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,165.00,0,125,20,0,09,2,030,2007
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2007
1,2018-06-27 14:41:37.000,4294.00,0,470,1912,0,597.00,0,91,253,0,04,1,030,2007
2,2018-06-27 14:41:37.000,24572.00,19,12182,6040,133,4081.00,0,1573,1254,0,04,1,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,18.00,0,0,9,0,04,1,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,1,030,2007
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,237.00,0,103,67,0,04,2,030,2007
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,20.00,0,16,2,0,04,2,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2007
1,2018-06-27 14:41:37.000,4321.00,0,815,1753,0,576.00,0,232,172,0,03,1,030,2007
2,2018-06-27 14:41:37.000,20010.00,5,8324,5622,195,3257.00,9,914,1168,1,03,1,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,1,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,1,030,2007
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,234.00,0,54,90,0,03,2,030,2007
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,207.00,0,7,100,0,03,2,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,1,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,1,030,2007
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,290.00,0,14,138,0,05,2,030,2007
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,37.00,0,31,3,0,05,2,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2007
1,2018-06-27 14:41:37.000,3742.00,0,870,1436,0,490.00,0,4,243,0,08,1,030,2007
2,2018-06-27 14:41:37.000,26755.00,19,9937,8211,171,2419.00,0,831,794,0,08,1,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,1,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,1,030,2007
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,586.00,0,250,168,0,08,2,030,2007
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,153.00,0,21,32,30,08,2,030,2007
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2007
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2007
1,2018-06-27 14:41:37.000,3319.00,0,765,1277,0,465.00,0,97,184,0,02,1,030,2007
2,2018-06-27 14:41:37.000,20006.00,19,8332,5650,161,4478.00,0,1182,1648,0,02,1,030,2007
3,2018-06-27 14:41:37.000,8.00,0,8,0,0,0.00,0,0,0,0,02,1,030,2007
4,2018-06-27 14:41:37.000,8.00,0,8,0,0,0.00,0,0,0,0,02,1,030,2007
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2007
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,11.00,0,9,1,0,02,2,030,2007
